IP,Latitude,Longitude,PostCode,City,State,Country,Size,Cluster,subCluster
14.2.56.1,-34.956,138.7444,5142.0,Uraidla,SA,AU,11875,5,1.0
14.2.78.1,-34.8047,138.6428,5096.0,Para Hills West,SA,AU,7165,5,1.0
14.2.100.1,-34.824,138.7739,5133.0,Inglewood,SA,AU,16005,5,1.0
14.2.133.1,-42.8945,147.3244,7006.0,Sandy Bay,TAS,AU,18254,3,5.0
14.2.236.1,-31.9526,115.851,,Perth (9),,AU,5348,1,0.0
14.102.138.1,-34.9455,138.572,,Keswick,SA,AU,9945,5,0.0
14.137.0.1,-33.8634,151.209,,Sydney,NSW,AU,5979,2,10.0
14.200.233.1,-37.7833,145.0,3068.0,Victoria Park,VIC,AU,11152,3,13.0
14.202.20.1,-27.5514,153.0325,4107.0,Brisbane,QLD,AU,9030,7,1.0
14.202.84.1,-27.3211,153.0086,4036.0,Brisbane,QLD,AU,12084,7,7.0
14.203.112.1,-32.7616,151.5286,2321.0,Gillieston Heights,NSW,AU,1035,2,7.0
14.203.186.1,-31.9,116.0,6056.0,Midland,WA,AU,4940,1,6.0
14.203.232.1,-33.8905,151.1007,2136.0,Strathfield,NSW,AU,19536,2,18.0
27.0.65.1,-34.4593,149.4714,2583.0,Crookwell,NSW,AU,2075,2,11.0
27.0.71.1,-33.7538,151.248,,Frenchs Forest,,AU,16017,2,13.0
27.33.160.1,-26.7595,152.7879,4552.0,Reesville,QLD,AU,18076,7,3.0
27.50.8.1,-42.8713,147.322,,North Hobart,,AU,8550,3,5.0
27.54.80.1,-31.9593,115.87,,Perth,WA,AU,15378,1,3.0
27.54.81.1,-31.9582,115.866,,Perth (Adelaide Terrace),,AU,17216,1,3.0
27.54.82.1,-31.9275,115.851,,North Perth (2),,AU,17663,1,0.0
27.96.199.1,-33.8864,151.209,,Surry Hills (2),,AU,4109,2,12.0
27.99.9.1,-33.9209,150.8847,2168.0,Miller,NSW,AU,9297,2,4.0
27.99.12.1,-33.771,150.906,,Blacktown,NSW,AU,13326,2,4.0
27.106.196.1,-31.9535,115.857,,Perth,WA,AU,13711,1,3.0
27.106.199.1,-33.8371,151.208,,North Sydney (1),,AU,14997,2,0.0
27.111.0.1,-26.9,152.3,4306.0,Moore,QLD,AU,11984,7,10.0
27.111.66.1,-34.0032,150.8111,2566.0,Varroville,NSW,AU,4064,2,20.0
27.111.82.1,-32.3453,149.4269,2852.0,Gulgong,NSW,AU,7953,2,8.0
27.112.102.1,-37.8176,144.958,,Melbourne (8),,AU,17372,3,6.0
27.113.243.1,-28.8289,153.6021,2478.0,Skennars Head,NSW,AU,10625,7,6.0
27.121.64.1,-33.8831,151.196,,Ultimo (4),,AU,18814,2,1.0
27.121.106.1,-33.8723,151.195,,Pyrmont,NSW,AU,11968,2,1.0
27.121.116.1,-31.6,147.2667,,Warrigal,NSW,AU,10750,2,8.0
27.123.225.1,-36.1041,146.6761,3688.0,Barnawartha,VIC,AU,18213,3,2.0
27.123.226.1,-37.8755,144.5032,3024.0,Mambourin,VIC,AU,4036,3,10.0
27.124.98.1,-36.4429,148.5001,2627.0,Jindabyne,NSW,AU,14735,2,16.0
27.124.108.1,-31.9758,151.9086,2422.0,Gloucester,NSW,AU,15668,2,5.0
27.125.214.1,-36.65,144.0167,3516.0,Derby,VIC,AU,6009,3,12.0
27.125.223.1,-33.1483,115.6952,6233.0,Binningup,WA,AU,12398,1,4.0
27.127.208.1,-27.4978,152.97299999999998,,Indooroopilly,QLD,AU,18636,7,1.0
27.131.76.1,-37.8833,145.3667,3791.0,Kallista,VIC,AU,9642,3,8.0
27.253.69.1,-37.7371,144.8283,3021.0,Kealba,VIC,AU,3991,3,3.0
27.253.78.1,-37.8302,144.8709,3015.0,South Kingsville,VIC,AU,17504,3,3.0
36.255.72.1,-31.4895,115.585,,Two Rocks,WA,AU,9971,1,2.0
36.255.76.1,-38.3463,141.60399999999998,,Portland,VIC,AU,5726,3,7.0
42.241.243.1,-34.9973,138.6074,5062.0,Lynton,SA,AU,9842,5,3.0
43.225.145.1,-37.8141,144.94,,Docklands (1021&1022),,AU,6448,3,6.0
43.227.124.1,-33.8799,151.237,,Edgecliff,NSW,AU,2003,2,12.0
43.229.64.1,-34.4539,138.357,,Dublin,SA,AU,16287,5,2.0
43.230.48.1,-18.2898,143.548,,Georgetown,QLD,AU,16462,6,1.0
43.230.67.1,-27.4731,153.014,,South Brisbane,,AU,5010,7,1.0
43.230.108.1,-37.8382,144.975,,Melbourne (15),,AU,16575,3,9.0
43.231.200.1,-37.8359,144.974,,Melbourne (12),,AU,16417,3,9.0
43.240.40.1,-37.8377,144.975,,Melbourne (City of Port Phillip),,AU,5639,3,9.0
43.240.96.1,-33.8673,151.204,,Sydney (12),,AU,5097,2,10.0
43.242.248.1,-31.0167,148.3833,,Riverside,NSW,AU,5640,2,8.0
43.245.36.1,-33.8406,151.208,,North Sydney (7),,AU,3785,2,10.0
43.245.64.1,-37.817,144.946,,Docklands,VIC,AU,16904,3,6.0
43.245.132.1,-37.9,145.3833,3792.0,The Patch,VIC,AU,7800,3,8.0
43.245.168.1,-37.8068,145.031,,Kew,VIC,AU,14854,3,13.0
43.246.232.1,-34.2333,140.5667,5342.0,Monash,SA,AU,5287,5,4.0
43.247.64.1,-27.462,153.024,,Spring Hill (3),,AU,12469,7,0.0
43.247.80.1,-27.6227,153.115,,Woodridge (1),,AU,8173,7,5.0
43.247.131.1,-37.8322,145.056,,Camberwell (4),,AU,11823,3,11.0
43.248.44.1,-34.93,138.612,,Adelaide,SA,AU,17948,5,0.0
43.249.116.1,-37.8167,144.967,,Melbourne (208),,AU,19485,3,0.0
43.250.68.1,-35.3523,149.059,,Weston Creek (Waramanga),,AU,1086,2,11.0
43.250.92.1,-28.5833,151.9667,4377.0,The Summit,QLD,AU,10531,7,10.0
43.250.248.1,-31.9554,115.859,,Perth,WA,AU,12397,1,3.0
43.251.40.1,-33.8678,151.208,,Sydney,NSW,AU,9891,2,10.0
43.251.109.1,-28.0051,153.428,,Surfers Paradise,QLD,AU,5315,7,2.0
43.251.152.1,-37.8181,144.957,,Melbourne,VIC,AU,9992,3,6.0
43.251.200.1,-37.8156,144.96,,Melbourne (8),,AU,18055,3,6.0
43.252.0.1,-34.9256,138.6,,Adelaide (4),,AU,8370,5,0.0
43.252.20.1,-37.8426,145.069,,Camberwell,VIC,AU,18822,3,11.0
43.252.76.1,-28.104,153.436,,Burleigh Heads,QLD,AU,13156,7,6.0
43.252.125.1,-28.8251,153.4148,2477.0,Wollongbar,NSW,AU,10892,7,6.0
43.255.46.1,-33.9019,151.2,,Alexandria,NSW,AU,7775,2,12.0
43.255.136.1,-26.3166,151.873,,Wondai,QLD,AU,5118,7,10.0
45.64.56.1,-37.8502,144.994,,Prahran (2),,AU,18025,3,9.0
45.64.148.1,-37.2667,143.5167,3352.0,Lexton,VIC,AU,14477,3,7.0
45.65.12.1,-37.7981,144.998,,Abbotsford (4),,AU,5960,3,13.0
45.113.94.1,-34.85,138.6,5094.0,Gepps Cross,SA,AU,7388,5,5.0
45.114.188.1,-30.4843,152.692,,Darkwood,,AU,12840,7,9.0
45.115.68.1,-32.5719,149.6058,2850.0,Bombira,NSW,AU,10975,2,8.0
45.115.69.1,-32.4333,149.5833,,Mudgee,NSW,AU,9603,2,8.0
45.115.116.1,-27.4942,153.02200000000002,,Dutton Park,,AU,7912,7,1.0
45.115.128.1,-33.8399,151.21,,North Sydney,,AU,13892,2,10.0
45.115.204.1,-27.5775,153.096,,Eight Mile Plains (1),,AU,13970,7,5.0
45.116.108.1,-37.3667,143.4167,3373.0,Waterloo,VIC,AU,6159,3,7.0
45.116.131.1,-33.8383,151.21,,North Sydney (8),,AU,13482,2,10.0
45.117.24.1,-27.4238,153.034,,Lutwyche,QLD,AU,5808,7,4.0
45.119.220.1,-30.0901,145.9454,2840.0,Bourke,NSW,AU,18117,2,8.0
45.123.104.1,-38.4523,145.2386,3922.0,Cowes,VIC,AU,14072,3,14.0
45.124.40.1,-29.4265,153.239,,Harwood,,AU,12167,7,9.0
45.124.52.1,-27.4971,152.976,,Indooroopilly,QLD,AU,5713,7,1.0
45.126.24.1,-33.7266,150.98,,Castle Hill (2a),,AU,16523,2,21.0
45.248.52.1,-37.8322,145.148,,Blackburn South (4),,AU,16737,3,11.0
45.248.76.1,-34.9038,138.57,,Hindmarsh,SA,AU,10749,5,5.0
45.248.140.1,-37.8184,144.963,,Melbourne (1),,AU,9769,3,6.0
49.2.1.1,-33.8968,151.194,,Eveleigh (8),,AU,14119,2,12.0
49.2.3.1,-33.1354,151.5829,2259.0,Gwandalan,NSW,AU,2739,2,3.0
49.2.67.1,-15.2,143.85,,Kalinga,QLD,AU,6520,6,1.0
49.3.64.1,-38.5404,143.9764,3232.0,Lorne,VIC,AU,8946,3,7.0
49.3.109.1,-37.7759,144.8014,3022.0,Ardeer,VIC,AU,11589,3,3.0
49.128.242.1,-32.1587,115.778,,Henderson,WA,AU,16811,1,5.0
49.143.248.1,-37.8095,144.97,,Melbourne (26),,AU,17295,3,0.0
49.178.38.1,-34.9486,138.5746,5035.0,Everard Park,SA,AU,3632,5,0.0
49.180.6.1,-34.4278,150.893,,Wollongong,NSW,AU,13613,2,9.0
49.180.78.1,-33.9353,151.1257,2207.0,Bardwell Park,NSW,AU,3438,2,6.0
49.181.128.1,-33.7481,150.8156,2770.0,Dharruk,NSW,AU,15717,2,17.0
49.182.136.1,-29.0495,152.0195,2372.0,Tenterfield,NSW,AU,11684,7,9.0
49.183.24.1,-42.7167,147.0333,7140.0,Magra,TAS,AU,18391,3,5.0
49.183.65.1,-37.695,145.064,,Bundoora,VIC,AU,3194,3,13.0
49.183.96.1,-37.6,145.4167,3775.0,Dixons Creek,VIC,AU,13759,3,8.0
49.183.133.1,-31.7469,116.4587,6562.0,Bakers Hill,WA,AU,18616,1,2.0
49.184.106.1,-38.031,145.344,,Berwick,VIC,AU,19008,3,14.0
49.187.101.1,-27.2258,153.106,,Redcliffe,QLD,AU,11653,7,7.0
49.188.71.1,-37.795,144.816,,Sunshine West,,AU,17214,3,3.0
49.189.9.1,-33.5983,150.685,2753.0,Grose Wold,NSW,AU,17698,2,17.0
49.189.140.1,-37.85,145.3667,3788.0,Olinda,VIC,AU,12760,3,8.0
49.190.42.1,-32.7726,151.856,2318.0,Williamtown,NSW,AU,19995,2,5.0
49.190.45.1,-33.8743,150.8418,2178.0,Cecil Park,NSW,AU,7665,2,4.0
49.190.47.1,-32.9833,151.5833,2283.0,Fassifern,NSW,AU,16022,2,3.0
49.190.49.1,-33.5362,150.7739,2756.0,Glossodia,NSW,AU,1312,2,17.0
49.192.159.1,-33.85,151.15,2046.0,Canada Bay,NSW,AU,2137,2,1.0
49.193.27.1,-27.6487,153.3812,4184.0,Russell Island,QLD,AU,2045,7,2.0
49.193.37.1,-26.7836,153.1377,4551.0,Dicky Beach,QLD,AU,17877,7,7.0
49.195.242.1,-33.425,151.342,,Gosford,NSW,AU,8927,2,15.0
49.196.229.1,-22.6856,117.7906,6751.0,Tom Price,WA,AU,7682,1,2.0
49.196.253.1,-27.7105,114.165,6536.0,Kalbarri,WA,AU,5118,1,2.0
49.197.3.1,-28.1,153.2167,4211.0,Beechmont,QLD,AU,3496,7,2.0
49.197.30.1,-27.4978,153.0135,4072.0,Brisbane,QLD,AU,13398,7,1.0
49.197.46.1,-27.4698,153.025,,Brisbane,QLD,AU,6735,7,1.0
49.197.134.1,-25.6077,152.7144,4650.0,Bidwill,QLD,AU,3845,0,0.0
49.197.162.1,-28.0667,153.2667,4211.0,Advancetown,QLD,AU,14807,7,2.0
49.198.15.1,-27.4756,151.8141,4400.0,Kingsthorpe,QLD,AU,10305,7,10.0
49.199.49.1,-38.474,145.944,,Leongatha,VIC,AU,3261,3,4.0
49.255.167.1,-31.9106,115.8055,6017.0,Herdsman,WA,AU,4880,1,1.0
58.6.14.1,-31.9,116.05,6056.0,Greenmount,WA,AU,15528,1,6.0
58.6.39.1,-31.0186,152.9503,2440.0,Gladstone,NSW,AU,15753,7,9.0
58.6.43.1,-35.9547,146.8885,2642.0,Jindera,NSW,AU,10437,3,2.0
58.6.52.1,-34.0267,150.7707,2557.0,Gregory Hills,NSW,AU,14106,2,20.0
58.6.62.1,-27.4301,153.0379,4010.0,Albion,QLD,AU,17686,7,4.0
58.6.83.1,-31.4998,115.5874,6037.0,Two Rocks,WA,AU,17354,1,2.0
58.6.90.1,-35.31,149.1933,2608.0,Canberra,ACT,AU,12698,2,16.0
58.6.93.1,-31.8279,149.7156,2843.0,Coolah,NSW,AU,2939,2,8.0
58.6.115.1,-23.3476,150.5445,4701.0,Frenchville,QLD,AU,12277,0,1.0
58.7.31.1,-32.1764,115.7746,6166.0,Henderson,WA,AU,1720,1,5.0
58.7.32.1,-12.45,130.8167,820.0,Larrakeyah,NT,AU,2199,4,0.0
58.7.200.1,-27.8234,153.0965,4207.0,Yarrabilba,QLD,AU,18563,7,2.0
58.65.253.1,-37.804,144.965,,Carlton,VIC,AU,11724,3,0.0
58.65.254.1,-34.908,138.546,,Flinders Park,,AU,18565,5,5.0
58.84.206.1,-31.8651,115.898,,Malaga,WA,AU,16538,1,1.0
58.84.208.1,-31.9587,115.867,,Perth (2),,AU,14898,1,3.0
58.84.216.1,-12.7941,131.1254,822.0,Acacia Hills,NT,AU,2661,4,0.0
58.96.55.1,-27.6892,152.8954,4124.0,Spring Mountain,QLD,AU,12890,7,8.0
58.96.146.1,-33.2833,151.5667,2263.0,Norah,NSW,AU,14901,2,3.0
58.105.64.1,-34.9716,138.5952,5041.0,Westbourne Park,SA,AU,2292,5,0.0
58.105.128.1,-33.8688,151.209,,Sydney,NSW,AU,1602,2,14.0
58.106.19.1,-23.5,150.2833,4702.0,Warren,QLD,AU,12647,0,1.0
58.106.236.1,-33.8258,151.171,,Longueville,NSW,AU,7648,2,0.0
58.109.203.1,-32.9437,151.6808,2289.0,Garden Suburb,NSW,AU,13426,2,7.0
58.110.211.1,-34.4167,150.8875,2500.0,Gwynneville,NSW,AU,1857,2,20.0
58.111.79.1,-26.3632,152.986,4565.0,Cooroibah,QLD,AU,14296,7,3.0
58.178.4.1,-34.2553,146.0985,2680.0,Beelbangera,NSW,AU,16724,3,2.0
58.178.18.1,-33.7221,150.92600000000002,2768.0,Stanhope Gardens,NSW,AU,1205,2,21.0
58.178.28.1,-34.331,146.0414,2680.0,Hanwood,NSW,AU,10823,3,2.0
58.178.53.1,-34.2558,150.634,2574.0,Pheasants Nest,NSW,AU,1920,2,20.0
58.178.66.1,-31.9,152.5333,2430.0,Cundletown,NSW,AU,7155,2,5.0
58.178.69.1,-28.6522,153.5585,2479.0,Mcleods Shoot,NSW,AU,2462,7,6.0
58.178.185.1,-42.7816,147.5627,7171.0,Midway Point,TAS,AU,15623,3,5.0
58.178.230.1,-35.1188,138.4734,5166.0,O'Sullivan Beach,SA,AU,8577,5,3.0
58.179.92.1,-27.7833,153.3167,4208.0,Norwell,QLD,AU,18056,7,2.0
58.179.95.1,-27.5868,151.9625,4350.0,Centenary Heights,QLD,AU,9140,7,10.0
58.179.153.1,-42.7507,147.2648,7030.0,Herdsmans Cove,TAS,AU,18828,3,5.0
58.179.184.1,-38.339,143.5849,3250.0,Colac,VIC,AU,10983,3,7.0
58.179.189.1,-36.8067,144.3549,3551.0,Strathfieldsaye,VIC,AU,14408,3,12.0
58.179.223.1,-32.2333,115.8223,6167.0,Orelia,WA,AU,16950,1,5.0
58.179.240.1,-35.1068,138.4929,5160.0,Lonsdale,SA,AU,12706,5,3.0
59.100.35.1,-12.374,130.8822,810.0,Casuarina,NT,AU,3245,4,0.0
59.100.48.1,-34.972,138.578,,Clarence Gardens,SA,AU,6282,5,0.0
59.100.60.1,-33.8811,151.188,,Glebe,NSW,AU,6359,2,1.0
59.100.61.1,-37.8202,145.00799999999998,,Richmond (180),,AU,3294,3,9.0
59.100.72.1,-41.0525,145.907,,Burnie,TAS,AU,6137,3,1.0
59.100.227.1,-12.4731,130.9721,830.0,Durack,NT,AU,4661,4,0.0
59.101.30.1,-34.4877,150.339,2577.0,Berrima,NSW,AU,14515,2,9.0
59.101.64.1,-35.9125,150.0814,2537.0,Moruya,NSW,AU,18296,2,16.0
59.101.82.1,-35.6654,150.29399999999998,2536.0,Durras,NSW,AU,5463,2,16.0
59.101.97.1,-35.9833,150.1,2537.0,Bergalia,NSW,AU,1300,2,16.0
59.101.108.1,-33.4436,149.9763,2847.0,Portland,NSW,AU,18194,2,8.0
59.101.138.1,-36.0105,150.1483,2537.0,Bingie,NSW,AU,2043,2,16.0
59.101.203.1,-38.0168,145.9545,3831.0,Neerim South,VIC,AU,15797,3,4.0
59.153.8.1,-33.8201,151.201,,Naremburn (4),,AU,8763,2,0.0
59.154.32.1,-33.7838,151.12,,Macquarie Park,NSW,AU,2994,2,19.0
59.167.74.1,-20.4014,148.58,,Proserpine,QLD,AU,3038,6,0.0
59.167.147.1,-21.6833,148.6833,4742.0,Nebo,QLD,AU,11308,6,0.0
59.191.232.1,-33.92,150.924,,Liverpool,NSW,AU,15328,2,4.0
60.240.99.1,-34.7334,138.6025,5110.0,Burton,SA,AU,19609,5,2.0
60.240.113.1,-37.65,145.3333,3775.0,Yarra Glen,VIC,AU,6903,3,8.0
61.14.12.1,-33.8844,151.197,,Sydney,NSW,AU,14044,2,1.0
61.68.84.1,-35.2259,149.05,2615.0,Florey,ACT,AU,4746,2,11.0
61.68.119.1,-35.1682,149.1461,2914.0,Forde,ACT,AU,3830,2,11.0
61.68.169.1,-34.886,138.6271,5081.0,Vale Park,SA,AU,11324,5,1.0
61.69.10.1,-37.8091,144.97899999999998,,East Melbourne,,AU,14212,3,0.0
61.69.28.1,-31.9398,116.003,,High Wycombe,WA,AU,17128,1,6.0
61.69.41.1,-33.8643,151.209,,Sydney (8),,AU,7863,2,10.0
61.88.48.1,-28.6572,151.9337,4380.0,Stanthorpe,QLD,AU,13256,7,9.0
61.245.152.1,-34.0991,139.659,5320.0,Morgan,SA,AU,17176,5,4.0
61.245.155.1,-33.8332,138.6106,5453.0,Clare,SA,AU,3661,5,2.0
101.2.192.1,-27.4565,153.035,,Fortitude Valley,QLD,AU,17232,7,0.0
101.112.6.1,-34.1806,142.2265,2738.0,Gol Gol,NSW,AU,7162,5,4.0
101.112.13.1,-33.8386,151.20600000000002,,North Sydney (7),,AU,14501,2,0.0
101.112.32.1,-32.0349,115.9223,6148.0,Ferndale,WA,AU,16613,1,5.0
101.112.193.1,-33.846,151.2119,1565.0,Milsons Point,NSW,AU,6669,2,10.0
101.112.211.1,-35.2175,149.077,2617.0,McKellar,ACT,AU,19375,2,11.0
101.117.48.1,-32.4404,150.452,2328.0,Denman,NSW,AU,8076,2,8.0
101.128.4.1,-33.8655,151.196,,Pyrmont (12),,AU,6230,2,10.0
103.1.60.1,-33.9214,151.188,,Mascot,NSW,AU,5820,2,12.0
103.1.212.1,-34.9258,138.605,,Adelaide (317),,AU,2013,5,0.0
103.1.213.1,-34.9259,138.605,,Adelaide (Suite 317),,AU,16409,5,0.0
103.1.216.1,-27.395,153.042,,Wavell Heights,QLD,AU,4118,7,4.0
103.2.188.1,-33.8373,151.209,,North Sydney (18),,AU,6914,2,0.0
103.3.146.1,-38.081,145.2077,3977.0,Sandhurst,VIC,AU,7310,3,14.0
103.4.134.1,-37.8103,144.947,,West Melbourne,,AU,4121,3,6.0
103.4.192.1,-37.826,145.151,,Blackburn,VIC,AU,3269,3,11.0
103.4.205.1,-33.8636,151.205,,Sydney,NSW,AU,3347,2,10.0
103.5.29.1,-33.8815,151.204,,Haymarket (8),,AU,14344,2,14.0
103.5.68.1,-31.9574,115.866,,Perth (13),,AU,8143,1,3.0
103.5.89.1,-33.7734,150.696,,South Penrith,,AU,10895,2,17.0
103.5.92.1,-33.8696,151.204,,Sydney (32),,AU,13717,2,14.0
103.5.96.1,-35.0333,149.25,2620.0,Gundaroo,NSW,AU,8638,2,11.0
103.5.104.1,-27.8685,153.349,,Hope Island,QLD,AU,13814,7,2.0
103.6.105.1,-33.8504,151.059,,Lidcombe,NSW,AU,17464,2,18.0
103.6.216.1,-33.9519,150.905,,Casula,NSW,AU,14095,2,4.0
103.7.51.1,-27.4649,153.028,,Brisbane,QLD,AU,6992,7,0.0
103.7.98.1,-33.8402,151.02700000000002,,Auburn,NSW,AU,13825,2,18.0
103.7.138.1,-35.2729,149.131,,Braddon (2),,AU,6877,2,2.0
103.7.188.1,-37.8082,144.961,,Melbourne (1),,AU,16891,3,0.0
103.8.28.1,-38.1938,143.6413,3251.0,Beeac,VIC,AU,15526,3,7.0
103.8.29.1,-37.8469,144.97899999999998,,Melbourne (City of Port Phillip),,AU,13858,3,9.0
103.8.239.1,-33.6767,151.304,,Mona Vale,NSW,AU,8146,2,15.0
103.9.48.1,-35.2622,149.13299999999998,,Braddon (2),,AU,16472,2,2.0
103.9.56.1,-37.8215,145.126,,Box Hill,VIC,AU,6506,3,11.0
103.10.8.1,-31.9361,115.793,,Floreat,WA,AU,19398,1,0.0
103.10.72.1,-34.9685,138.608,,Hawthorn,VIC,AU,13099,5,0.0
103.11.76.1,-26.5847,153.096,,Marcoola,QLD,AU,14776,7,3.0
103.11.142.1,-33.8712,151.205,,Sydney,NSW,AU,18800,2,14.0
103.11.144.1,-35.236999999999995,149.065,,Belconnen,ACT,AU,2270,2,11.0
103.11.160.1,-28.0337,153.347,,Worongary,QLD,AU,8310,7,2.0
103.11.165.1,-31.734,115.728,,Iluka,NSW,AU,19403,1,1.0
103.11.212.1,-32.6667,152.0167,2324.0,Carrington,NSW,AU,7961,2,5.0
103.12.3.1,-33.8263,151.197,,Wollstonecraft (56),,AU,13139,2,0.0
103.12.22.1,-37.8258,144.998,,Richmond,VIC,AU,4892,3,9.0
103.12.36.1,-34.7212,149.094,,Broadway,,AU,19745,2,11.0
103.12.56.1,-33.812,151.149,,Lane Cove West (1),,AU,3190,2,0.0
103.12.59.1,-37.594,144.934,,Craigieburn,VIC,AU,16117,3,3.0
103.12.85.1,-32.5908,149.589,,Mudgee (8),,AU,9617,2,8.0
103.12.86.1,-19.2973,146.767,,Aitkenvale,QLD,AU,5406,6,0.0
103.12.200.1,-36.8333,144.15,3551.0,Lockwood,VIC,AU,17414,3,12.0
103.12.202.1,-36.5319,145.2132,3610.0,Dhurringile,VIC,AU,1993,3,2.0
103.13.216.1,-33.872,151.20600000000002,,Sydney (10),,AU,15451,2,14.0
103.13.218.1,-33.8658,151.21200000000002,,Sydney (13),,AU,14775,2,10.0
103.14.1.1,-31.9545,115.876,,East Perth,,AU,13146,1,3.0
103.14.47.1,-27.5862,152.923,,Wacol,QLD,AU,12287,7,8.0
103.14.65.1,-33.8861,151.211,,Surry Hills,NSW,AU,8030,2,12.0
103.14.92.1,-35.3065,149.13299999999998,,Barton,ACT,AU,6008,2,2.0
103.14.172.1,-36.9667,140.2333,5273.0,Avenue,SA,AU,13910,5,4.0
103.14.228.1,-37.8119,144.95,,West Melbourne (3),,AU,2126,3,6.0
103.15.156.1,-27.5402,151.976,,Mount Lofty,,AU,16829,7,10.0
103.15.177.1,-35.2692,149.131,,Braddon (2),,AU,3302,2,2.0
103.15.204.1,-33.8755,151.19799999999998,,Ultimo,NSW,AU,18573,2,14.0
103.15.208.1,-37.834,144.94799999999998,,Port Melbourne (City of Port Phillip),,AU,5326,3,6.0
103.15.236.1,-37.84,144.989,,South Yarra,VIC,AU,10596,3,9.0
103.16.134.1,-31.9873,115.77,,Claremont,WA,AU,4811,1,0.0
103.17.254.1,-27.3447,152.966,,Albany Creek,QLD,AU,17313,7,4.0
103.18.40.1,-27.6122,153.126,,Springwood,NSW,AU,15553,7,5.0
103.18.53.1,-27.4531,153.10299999999998,,Murarrie (7),,AU,5199,7,0.0
103.18.54.1,-27.551,153.034,,Salisbury,SA,AU,11648,7,1.0
103.18.188.1,-36.7824,144.268,,Golden Gully,,AU,19276,3,12.0
103.19.192.1,-35.8167,142.4167,3395.0,Rosebery,VIC,AU,17813,3,7.0
103.20.18.1,-33.8292,151.244,,Mosman,NSW,AU,5005,2,13.0
103.20.23.1,-38.1,144.2833,3213.0,Batesford,VIC,AU,3799,3,10.0
103.20.216.1,-37.7868,145.124,,Manningham (Doncaster),,AU,19033,3,11.0
103.20.234.1,-27.4647,153.05,,New Farm,QLD,AU,10080,7,0.0
103.20.254.1,-33.8662,151.064,,Homebush West,,AU,10063,2,18.0
103.21.56.1,-33.8553,151.157,,Drummoyne,NSW,AU,12242,2,1.0
103.21.128.1,-37.9212,145.05200000000002,,Bentleigh East,VIC,AU,7011,3,15.0
103.21.156.1,-33.9149,151.238,,Randwick,NSW,AU,4349,2,12.0
103.22.176.1,-37.7465,144.736,,Caroline Springs,VIC,AU,1337,3,3.0
103.22.224.1,-37.4833,144.9833,3753.0,Beveridge,VIC,AU,16251,3,12.0
103.23.70.1,-33.8227,151.194,,Saint Leonards,VIC,AU,4772,2,0.0
103.24.132.1,-33.8646,151.107,,Concord,NSW,AU,10382,2,18.0
103.24.210.1,-37.8209,145.004,,Richmond,VIC,AU,8333,3,9.0
103.25.53.1,-37.65,144.9333,3062.0,Somerton,VIC,AU,5862,3,3.0
103.25.160.1,-27.5081,153.05100000000002,,Greenslopes,QLD,AU,13318,7,1.0
103.25.161.1,-27.4552,153.032,,Fortitude Valley,QLD,AU,11518,7,0.0
103.26.63.1,-27.6358,151.9392,4350.0,Top Camp,QLD,AU,12520,7,10.0
103.26.88.1,-33.8143,151.184,,Artarmon,NSW,AU,8091,2,0.0
103.26.202.1,-25.5548,152.672,,Tinana,QLD,AU,6904,0,0.0
103.27.152.1,-27.4123,152.982,,Gaythorne,QLD,AU,12826,7,4.0
103.27.160.1,-28.8545,151.166,,Texas,,AU,6784,7,9.0
103.28.20.1,-37.8377,144.994,,South Yarra (16),,AU,19165,3,9.0
103.28.92.1,-31.9431,115.845,,West Perth (61),,AU,17893,1,0.0
103.28.196.1,-27.4853,152.991,,Toowong,QLD,AU,19743,7,1.0
103.29.40.1,-33.8405,151.20600000000002,,North Sydney (5),,AU,16309,2,10.0
103.29.64.1,-33.8745,151.208,,Sydney (27),,AU,15547,2,14.0
103.29.89.1,-33.8438,151.21,,Milsons Point (5),,AU,4178,2,10.0
103.29.102.1,-31.1333,150.85,2340.0,Phillip,NSW,AU,18159,2,5.0
103.29.115.1,-31.8654,115.901,,Malaga,WA,AU,5933,1,1.0
103.29.169.1,-37.6259,143.884,,Mount Helen,VIC,AU,12444,3,7.0
103.31.30.1,-37.8295,145.246,,Heathmont,VIC,AU,3881,3,8.0
103.31.89.1,-42.9489,147.1334,7109.0,Mountain River,TAS,AU,2013,3,5.0
103.35.113.1,-33.618,151.334,,Avalon Beach,NSW,AU,5446,2,15.0
103.35.130.1,-37.7967,145.058,,Kew East (4),,AU,11821,3,13.0
103.35.219.1,-33.7488,150.904,,Kings Park,TAS,AU,8470,2,21.0
103.36.4.1,-36.561,146.7237,3736.0,Myrtleford,VIC,AU,13874,3,2.0
103.36.12.1,-27.4771,153.028,,Brisbane,QLD,AU,13407,7,1.0
103.37.8.1,-37.7969,145.05700000000002,,Kew East,VIC,AU,10813,3,13.0
103.38.9.1,-37.8339,144.92600000000002,,Port Melbourne (8a),,AU,19501,3,6.0
103.38.10.1,-28.7962,153.593,,Lennox Head (1),,AU,15319,7,6.0
103.38.148.1,-24.8148,152.4626,4670.0,Bargara,QLD,AU,16140,0,0.0
103.39.86.1,-37.8172,144.96200000000002,,Melbourne (Optus Centre),,AU,6324,3,6.0
103.39.138.1,-42.8894,147.33,,Battery Point,TAS,AU,1851,3,5.0
103.39.249.1,-34.0721,150.806,,Campbelltown,NSW,AU,2296,2,20.0
