IP,Latitude,Longitude,PostCode,City,State,Country,Size
203.44.158.1,-34.9476,138.5596,5033.0,Marleston,SA,AU,17258
203.44.200.1,-34.1703,142.1815,2739.0,Buronga,NSW,AU,4039
203.45.11.1,-42.7515,147.2279,7030.0,Granton,TAS,AU,19290
203.45.12.1,-27.3333,153.0667,4017.0,Deagon,QLD,AU,4528
203.45.13.1,-34.95,138.5833,5034.0,Wayville,SA,AU,7332
203.45.57.1,-28.0491,153.4308,4218.0,Mermaid Waters,QLD,AU,18336
203.45.59.1,-30.7191,121.4548,6430.0,Hannans,WA,AU,3265
203.45.64.1,-27.6213,152.7877,4304.0,Silkstone,QLD,AU,3565
203.45.126.1,-36.2,147.75,3705.0,Cudgewa,VIC,AU,7194
203.45.158.1,-12.4292,130.8859,821.0,Winnellie,NT,AU,19862
203.45.207.1,-37.6,144.6,3337.0,Toolern Vale,VIC,AU,8403
203.46.52.1,-34.4867,150.875,2502.0,Lake Heights,NSW,AU,13739
203.46.75.1,-31.659,148.6258,2827.0,Gilgandra,NSW,AU,16455
203.46.120.1,-34.2412,116.1456,6258.0,Manjimup,WA,AU,10136
203.46.192.1,-27.9643,153.27200000000002,4211.0,Mount Nathan,QLD,AU,8202
203.47.106.1,-33.0799,115.8945,6220.0,Harvey,WA,AU,16706
203.47.174.1,-36.3134,145.0504,3620.0,Kyabram,VIC,AU,8364
203.47.194.1,-26.8017,153.1426,4551.0,Kings Beach,QLD,AU,5415
203.48.0.1,-30.6432,153.0088,2448.0,Nambucca Heads,NSW,AU,8350
203.48.51.1,-34.7,149.8833,2580.0,Carrick,NSW,AU,18602
203.48.92.1,-32.4775,115.7557,6180.0,Lakelands,WA,AU,11516
203.49.38.1,-35.1667,149.3333,2621.0,Bywong,NSW,AU,14819
203.49.130.1,-12.3804,130.8592,810.0,Rapid Creek,NT,AU,16828
203.49.131.1,-35.7349,143.9203,3579.0,Kerang,VIC,AU,1026
203.49.149.1,-28.5741,152.8287,2474.0,Kyogle,NSW,AU,9293
203.49.170.1,-20.844,144.2003,4821.0,Hughenden,QLD,AU,16877
203.50.46.1,-40.9817,148.153,,Gladstone,TAS,AU,6719
203.50.47.1,-25.5371,152.702,,Maryborough,QLD,AU,19746
203.50.78.1,-38.3687,142.498,,Warrnambool,VIC,AU,18414
203.50.81.1,-31.7429,115.772,,Joondalup,WA,AU,11739
203.50.108.1,-41.1574,146.172,,Ulverstone,TAS,AU,16446
203.50.114.1,-30.747,121.475,,Kalgoorlie-Boulder,,AU,9732
203.50.116.1,-38.6045,142.874,,Peterborough,SA,AU,10491
203.50.118.1,-34.1796,139.986,,Waikerie,SA,AU,13391
203.50.128.1,-35.019,137.605,,Yorketown,SA,AU,10520
203.50.131.1,-36.3112,140.773,,Bordertown,SA,AU,16426
203.51.6.1,-35.1685,149.0683,2618.0,Hall,ACT,AU,12887
203.51.92.1,-33.5243,151.201,2083.0,Mooney Mooney,NSW,AU,3712
203.52.44.1,-16.4838,145.4673,4877.0,Port Douglas,QLD,AU,15343
203.52.112.1,-27.6569,152.8072,4306.0,Swanbank,QLD,AU,1577
203.53.72.1,-29.4318,153.1929,2463.0,Maclean,NSW,AU,15905
203.53.112.1,-12.383,130.8517,814.0,Nightcliff,NT,AU,8953
203.53.159.1,-12.4431,130.845,820.0,Stuart Park,NT,AU,15841
203.53.178.1,-38.3667,145.1333,3926.0,Balnarring,VIC,AU,9314
203.58.64.1,-25.3,152.8167,4655.0,Urraween,QLD,AU,8819
203.58.96.1,-33.3477,151.4011,2258.0,Fountaindale,NSW,AU,13158
203.58.112.1,-25.2792,152.8091,4655.0,Eli Waters,QLD,AU,17984
203.58.150.1,-37.1392,140.7218,5271.0,Naracoorte,SA,AU,7546
203.92.248.1,-33.7737,151.12,,Macquarie Park,NSW,AU,13763
1.0.0.1,-27.4748,153.017,,South Brisbane,,AU,8254
1.0.5.1,-38.0267,145.30100000000002,,Narre Warren (1),,AU,3928
1.40.49.1,-33.7334,150.9139,2763.0,Blacktown,NSW,AU,10683
1.42.43.1,-33.4667,151.3167,2256.0,Koolewong,NSW,AU,3348
1.42.71.1,-34.6749,150.185,,Penrose (Le Mas),,AU,11877
1.43.100.1,-33.4333,151.3667,2250.0,Spring Field,NSW,AU,15400
1.43.130.1,-33.8925,151.0207,2143.0,Potts Hill,NSW,AU,19059
1.44.2.1,-33.7835,151.12,,Macquarie Park,NSW,AU,10475
1.44.24.1,-26.205,152.5865,4570.0,The Palms,QLD,AU,10044
1.44.51.1,-37.4167,145.4167,3717.0,Glenburn,VIC,AU,17665
1.44.86.1,-35.25,141.1,3512.0,Carina,VIC,AU,13679
1.44.89.1,-27.2319,152.7313,4521.0,Laceys Creek,QLD,AU,4561
1.44.105.1,-33.7465,150.7393,2747.0,Werrington County,NSW,AU,1896
1.178.0.1,-27.4712,153.029,,Brisbane (4),,AU,5583
1.178.63.1,-36.8,144.5167,3551.0,Axedale,VIC,AU,14265
1.178.79.1,-27.239,152.4222,4312.0,Esk,QLD,AU,14215
1.178.100.1,-36.9333,144.85,,Majors Line,VIC,AU,14323
1.178.142.1,-36.6895,147.1421,3697.0,Tawonga,VIC,AU,12426
1.178.159.1,-38.1333,144.3167,3218.0,Geelong,VIC,AU,2090
1.178.160.1,-36.6167,143.4667,3475.0,Logan,VIC,AU,12545
1.178.169.1,-33.0423,151.6116,2283.0,Coal Point,NSW,AU,13446
1.178.240.1,-41.571000000000005,147.2474,7212.0,Evandale,TAS,AU,11526
14.1.16.1,-33.584,150.674,,Grose Vale,NSW,AU,3669
14.2.48.1,-34.9395,138.7371,5137.0,Ashton,SA,AU,14283
14.2.56.1,-34.956,138.7444,5142.0,Uraidla,SA,AU,11875
14.2.78.1,-34.8047,138.6428,5096.0,Para Hills West,SA,AU,7165
14.2.100.1,-34.824,138.7739,5133.0,Inglewood,SA,AU,16005
14.2.133.1,-42.8945,147.3244,7006.0,Sandy Bay,TAS,AU,18254
14.2.236.1,-31.9526,115.851,,Perth (9),,AU,5348
14.102.138.1,-34.9455,138.572,,Keswick,SA,AU,9945
14.137.0.1,-33.8634,151.209,,Sydney,NSW,AU,5979
14.200.233.1,-37.7833,145.0,3068.0,Victoria Park,VIC,AU,11152
14.202.20.1,-27.5514,153.0325,4107.0,Brisbane,QLD,AU,9030
14.202.84.1,-27.3211,153.0086,4036.0,Brisbane,QLD,AU,12084
14.203.112.1,-32.7616,151.5286,2321.0,Gillieston Heights,NSW,AU,1035
14.203.186.1,-31.9,116.0,6056.0,Midland,WA,AU,4940
14.203.232.1,-33.8905,151.1007,2136.0,Strathfield,NSW,AU,19536
27.0.65.1,-34.4593,149.4714,2583.0,Crookwell,NSW,AU,2075
27.0.71.1,-33.7538,151.248,,Frenchs Forest,,AU,16017
27.33.160.1,-26.7595,152.7879,4552.0,Reesville,QLD,AU,18076
27.50.8.1,-42.8713,147.322,,North Hobart,,AU,8550
27.54.80.1,-31.9593,115.87,,Perth,WA,AU,15378
27.54.81.1,-31.9582,115.866,,Perth (Adelaide Terrace),,AU,17216
27.54.82.1,-31.9275,115.851,,North Perth (2),,AU,17663
27.96.199.1,-33.8864,151.209,,Surry Hills (2),,AU,4109
27.99.9.1,-33.9209,150.8847,2168.0,Miller,NSW,AU,9297
27.99.12.1,-33.771,150.906,,Blacktown,NSW,AU,13326
27.106.196.1,-31.9535,115.857,,Perth,WA,AU,13711
27.106.199.1,-33.8371,151.208,,North Sydney (1),,AU,14997
27.111.0.1,-26.9,152.3,4306.0,Moore,QLD,AU,11984
27.111.66.1,-34.0032,150.8111,2566.0,Varroville,NSW,AU,4064
27.111.82.1,-32.3453,149.4269,2852.0,Gulgong,NSW,AU,7953
27.112.102.1,-37.8176,144.958,,Melbourne (8),,AU,17372
27.113.243.1,-28.8289,153.6021,2478.0,Skennars Head,NSW,AU,10625
27.121.64.1,-33.8831,151.196,,Ultimo (4),,AU,18814
27.121.106.1,-33.8723,151.195,,Pyrmont,NSW,AU,11968
27.121.116.1,-31.6,147.2667,,Warrigal,NSW,AU,10750
27.123.225.1,-36.1041,146.6761,3688.0,Barnawartha,VIC,AU,18213
27.123.226.1,-37.8755,144.5032,3024.0,Mambourin,VIC,AU,4036
27.124.98.1,-36.4429,148.5001,2627.0,Jindabyne,NSW,AU,14735
27.124.108.1,-31.9758,151.9086,2422.0,Gloucester,NSW,AU,15668
27.125.214.1,-36.65,144.0167,3516.0,Derby,VIC,AU,6009
27.125.223.1,-33.1483,115.6952,6233.0,Binningup,WA,AU,12398
27.127.208.1,-27.4978,152.97299999999998,,Indooroopilly,QLD,AU,18636
27.131.76.1,-37.8833,145.3667,3791.0,Kallista,VIC,AU,9642
27.253.69.1,-37.7371,144.8283,3021.0,Kealba,VIC,AU,3991
27.253.78.1,-37.8302,144.8709,3015.0,South Kingsville,VIC,AU,17504
36.255.72.1,-31.4895,115.585,,Two Rocks,WA,AU,9971
36.255.76.1,-38.3463,141.60399999999998,,Portland,VIC,AU,5726
42.241.243.1,-34.9973,138.6074,5062.0,Lynton,SA,AU,9842
43.225.145.1,-37.8141,144.94,,Docklands (1021&1022),,AU,6448
43.227.124.1,-33.8799,151.237,,Edgecliff,NSW,AU,2003
43.229.64.1,-34.4539,138.357,,Dublin,SA,AU,16287
43.230.48.1,-18.2898,143.548,,Georgetown,QLD,AU,16462
43.230.67.1,-27.4731,153.014,,South Brisbane,,AU,5010
43.230.108.1,-37.8382,144.975,,Melbourne (15),,AU,16575
43.231.200.1,-37.8359,144.974,,Melbourne (12),,AU,16417
43.240.40.1,-37.8377,144.975,,Melbourne (City of Port Phillip),,AU,5639
43.240.96.1,-33.8673,151.204,,Sydney (12),,AU,5097
43.242.248.1,-31.0167,148.3833,,Riverside,NSW,AU,5640
43.245.36.1,-33.8406,151.208,,North Sydney (7),,AU,3785
43.245.64.1,-37.817,144.946,,Docklands,VIC,AU,16904
43.245.132.1,-37.9,145.3833,3792.0,The Patch,VIC,AU,7800
43.245.168.1,-37.8068,145.031,,Kew,VIC,AU,14854
43.246.232.1,-34.2333,140.5667,5342.0,Monash,SA,AU,5287
43.247.64.1,-27.462,153.024,,Spring Hill (3),,AU,12469
43.247.80.1,-27.6227,153.115,,Woodridge (1),,AU,8173
43.247.131.1,-37.8322,145.056,,Camberwell (4),,AU,11823
43.248.44.1,-34.93,138.612,,Adelaide,SA,AU,17948
43.249.116.1,-37.8167,144.967,,Melbourne (208),,AU,19485
43.250.68.1,-35.3523,149.059,,Weston Creek (Waramanga),,AU,1086
43.250.92.1,-28.5833,151.9667,4377.0,The Summit,QLD,AU,10531
43.250.248.1,-31.9554,115.859,,Perth,WA,AU,12397
43.251.40.1,-33.8678,151.208,,Sydney,NSW,AU,9891
43.251.109.1,-28.0051,153.428,,Surfers Paradise,QLD,AU,5315
43.251.152.1,-37.8181,144.957,,Melbourne,VIC,AU,9992
43.251.200.1,-37.8156,144.96,,Melbourne (8),,AU,18055
43.252.0.1,-34.9256,138.6,,Adelaide (4),,AU,8370
43.252.20.1,-37.8426,145.069,,Camberwell,VIC,AU,18822
43.252.76.1,-28.104,153.436,,Burleigh Heads,QLD,AU,13156
43.252.125.1,-28.8251,153.4148,2477.0,Wollongbar,NSW,AU,10892
43.255.46.1,-33.9019,151.2,,Alexandria,NSW,AU,7775
43.255.136.1,-26.3166,151.873,,Wondai,QLD,AU,5118
45.64.56.1,-37.8502,144.994,,Prahran (2),,AU,18025
45.64.148.1,-37.2667,143.5167,3352.0,Lexton,VIC,AU,14477
45.65.12.1,-37.7981,144.998,,Abbotsford (4),,AU,5960
45.113.94.1,-34.85,138.6,5094.0,Gepps Cross,SA,AU,7388
45.114.188.1,-30.4843,152.692,,Darkwood,,AU,12840
45.115.68.1,-32.5719,149.6058,2850.0,Bombira,NSW,AU,10975
45.115.69.1,-32.4333,149.5833,,Mudgee,NSW,AU,9603
45.115.116.1,-27.4942,153.02200000000002,,Dutton Park,,AU,7912
45.115.128.1,-33.8399,151.21,,North Sydney,,AU,13892
45.115.204.1,-27.5775,153.096,,Eight Mile Plains (1),,AU,13970
45.116.108.1,-37.3667,143.4167,3373.0,Waterloo,VIC,AU,6159
45.116.131.1,-33.8383,151.21,,North Sydney (8),,AU,13482
45.117.24.1,-27.4238,153.034,,Lutwyche,QLD,AU,5808
45.119.220.1,-30.0901,145.9454,2840.0,Bourke,NSW,AU,18117
45.123.104.1,-38.4523,145.2386,3922.0,Cowes,VIC,AU,14072
45.124.40.1,-29.4265,153.239,,Harwood,,AU,12167
45.124.52.1,-27.4971,152.976,,Indooroopilly,QLD,AU,5713
45.126.24.1,-33.7266,150.98,,Castle Hill (2a),,AU,16523
45.248.52.1,-37.8322,145.148,,Blackburn South (4),,AU,16737
45.248.76.1,-34.9038,138.57,,Hindmarsh,SA,AU,10749
45.248.140.1,-37.8184,144.963,,Melbourne (1),,AU,9769
49.2.1.1,-33.8968,151.194,,Eveleigh (8),,AU,14119
49.2.3.1,-33.1354,151.5829,2259.0,Gwandalan,NSW,AU,2739
49.2.67.1,-15.2,143.85,,Kalinga,QLD,AU,6520
49.3.64.1,-38.5404,143.9764,3232.0,Lorne,VIC,AU,8946
49.3.109.1,-37.7759,144.8014,3022.0,Ardeer,VIC,AU,11589
49.128.242.1,-32.1587,115.778,,Henderson,WA,AU,16811
49.143.248.1,-37.8095,144.97,,Melbourne (26),,AU,17295
49.178.38.1,-34.9486,138.5746,5035.0,Everard Park,SA,AU,3632
49.180.6.1,-34.4278,150.893,,Wollongong,NSW,AU,13613
49.180.78.1,-33.9353,151.1257,2207.0,Bardwell Park,NSW,AU,3438
49.181.128.1,-33.7481,150.8156,2770.0,Dharruk,NSW,AU,15717
49.182.136.1,-29.0495,152.0195,2372.0,Tenterfield,NSW,AU,11684
49.183.24.1,-42.7167,147.0333,7140.0,Magra,TAS,AU,18391
49.183.65.1,-37.695,145.064,,Bundoora,VIC,AU,3194
49.183.96.1,-37.6,145.4167,3775.0,Dixons Creek,VIC,AU,13759
49.183.133.1,-31.7469,116.4587,6562.0,Bakers Hill,WA,AU,18616
49.184.106.1,-38.031,145.344,,Berwick,VIC,AU,19008
49.187.101.1,-27.2258,153.106,,Redcliffe,QLD,AU,11653
49.188.71.1,-37.795,144.816,,Sunshine West,,AU,17214
49.189.9.1,-33.5983,150.685,2753.0,Grose Wold,NSW,AU,17698
49.189.140.1,-37.85,145.3667,3788.0,Olinda,VIC,AU,12760
49.190.42.1,-32.7726,151.856,2318.0,Williamtown,NSW,AU,19995
49.190.45.1,-33.8743,150.8418,2178.0,Cecil Park,NSW,AU,7665
49.190.47.1,-32.9833,151.5833,2283.0,Fassifern,NSW,AU,16022
49.190.49.1,-33.5362,150.7739,2756.0,Glossodia,NSW,AU,1312
49.192.159.1,-33.85,151.15,2046.0,Canada Bay,NSW,AU,2137
49.193.27.1,-27.6487,153.3812,4184.0,Russell Island,QLD,AU,2045
49.193.37.1,-26.7836,153.1377,4551.0,Dicky Beach,QLD,AU,17877
49.195.242.1,-33.425,151.342,,Gosford,NSW,AU,8927
49.196.229.1,-22.6856,117.7906,6751.0,Tom Price,WA,AU,7682
49.196.253.1,-27.7105,114.165,6536.0,Kalbarri,WA,AU,5118
49.197.3.1,-28.1,153.2167,4211.0,Beechmont,QLD,AU,3496
49.197.30.1,-27.4978,153.0135,4072.0,Brisbane,QLD,AU,13398
49.197.46.1,-27.4698,153.025,,Brisbane,QLD,AU,6735
49.197.134.1,-25.6077,152.7144,4650.0,Bidwill,QLD,AU,3845
49.197.162.1,-28.0667,153.2667,4211.0,Advancetown,QLD,AU,14807
49.198.15.1,-27.4756,151.8141,4400.0,Kingsthorpe,QLD,AU,10305
49.199.49.1,-38.474,145.944,,Leongatha,VIC,AU,3261
49.255.167.1,-31.9106,115.8055,6017.0,Herdsman,WA,AU,4880
58.6.14.1,-31.9,116.05,6056.0,Greenmount,WA,AU,15528
58.6.39.1,-31.0186,152.9503,2440.0,Gladstone,NSW,AU,15753
58.6.43.1,-35.9547,146.8885,2642.0,Jindera,NSW,AU,10437
58.6.52.1,-34.0267,150.7707,2557.0,Gregory Hills,NSW,AU,14106
58.6.62.1,-27.4301,153.0379,4010.0,Albion,QLD,AU,17686
58.6.83.1,-31.4998,115.5874,6037.0,Two Rocks,WA,AU,17354
58.6.90.1,-35.31,149.1933,2608.0,Canberra,ACT,AU,12698
58.6.93.1,-31.8279,149.7156,2843.0,Coolah,NSW,AU,2939
58.6.115.1,-23.3476,150.5445,4701.0,Frenchville,QLD,AU,12277
58.7.31.1,-32.1764,115.7746,6166.0,Henderson,WA,AU,1720
58.7.32.1,-12.45,130.8167,820.0,Larrakeyah,NT,AU,2199
58.7.200.1,-27.8234,153.0965,4207.0,Yarrabilba,QLD,AU,18563
58.65.253.1,-37.804,144.965,,Carlton,VIC,AU,11724
58.65.254.1,-34.908,138.546,,Flinders Park,,AU,18565
58.84.206.1,-31.8651,115.898,,Malaga,WA,AU,16538
58.84.208.1,-31.9587,115.867,,Perth (2),,AU,14898
58.84.216.1,-12.7941,131.1254,822.0,Acacia Hills,NT,AU,2661
58.96.55.1,-27.6892,152.8954,4124.0,Spring Mountain,QLD,AU,12890
58.96.146.1,-33.2833,151.5667,2263.0,Norah,NSW,AU,14901
58.105.64.1,-34.9716,138.5952,5041.0,Westbourne Park,SA,AU,2292
58.105.128.1,-33.8688,151.209,,Sydney,NSW,AU,1602
58.106.19.1,-23.5,150.2833,4702.0,Warren,QLD,AU,12647
58.106.236.1,-33.8258,151.171,,Longueville,NSW,AU,7648
58.109.203.1,-32.9437,151.6808,2289.0,Garden Suburb,NSW,AU,13426
58.110.211.1,-34.4167,150.8875,2500.0,Gwynneville,NSW,AU,1857
58.111.79.1,-26.3632,152.986,4565.0,Cooroibah,QLD,AU,14296
58.178.4.1,-34.2553,146.0985,2680.0,Beelbangera,NSW,AU,16724
58.178.18.1,-33.7221,150.92600000000002,2768.0,Stanhope Gardens,NSW,AU,1205
58.178.28.1,-34.331,146.0414,2680.0,Hanwood,NSW,AU,10823
58.178.53.1,-34.2558,150.634,2574.0,Pheasants Nest,NSW,AU,1920
58.178.66.1,-31.9,152.5333,2430.0,Cundletown,NSW,AU,7155
58.178.69.1,-28.6522,153.5585,2479.0,Mcleods Shoot,NSW,AU,2462
58.178.185.1,-42.7816,147.5627,7171.0,Midway Point,TAS,AU,15623
58.178.230.1,-35.1188,138.4734,5166.0,O'Sullivan Beach,SA,AU,8577
58.179.92.1,-27.7833,153.3167,4208.0,Norwell,QLD,AU,18056
58.179.95.1,-27.5868,151.9625,4350.0,Centenary Heights,QLD,AU,9140
58.179.153.1,-42.7507,147.2648,7030.0,Herdsmans Cove,TAS,AU,18828
58.179.184.1,-38.339,143.5849,3250.0,Colac,VIC,AU,10983
58.179.189.1,-36.8067,144.3549,3551.0,Strathfieldsaye,VIC,AU,14408
58.179.223.1,-32.2333,115.8223,6167.0,Orelia,WA,AU,16950
58.179.240.1,-35.1068,138.4929,5160.0,Lonsdale,SA,AU,12706
59.100.35.1,-12.374,130.8822,810.0,Casuarina,NT,AU,3245
59.100.48.1,-34.972,138.578,,Clarence Gardens,SA,AU,6282
59.100.60.1,-33.8811,151.188,,Glebe,NSW,AU,6359
59.100.61.1,-37.8202,145.00799999999998,,Richmond (180),,AU,3294
59.100.72.1,-41.0525,145.907,,Burnie,TAS,AU,6137
59.100.227.1,-12.4731,130.9721,830.0,Durack,NT,AU,4661
59.101.30.1,-34.4877,150.339,2577.0,Berrima,NSW,AU,14515
59.101.64.1,-35.9125,150.0814,2537.0,Moruya,NSW,AU,18296
59.101.82.1,-35.6654,150.29399999999998,2536.0,Durras,NSW,AU,5463
59.101.97.1,-35.9833,150.1,2537.0,Bergalia,NSW,AU,1300
59.101.108.1,-33.4436,149.9763,2847.0,Portland,NSW,AU,18194
59.101.138.1,-36.0105,150.1483,2537.0,Bingie,NSW,AU,2043
59.101.203.1,-38.0168,145.9545,3831.0,Neerim South,VIC,AU,15797
59.153.8.1,-33.8201,151.201,,Naremburn (4),,AU,8763
59.154.32.1,-33.7838,151.12,,Macquarie Park,NSW,AU,2994
59.167.74.1,-20.4014,148.58,,Proserpine,QLD,AU,3038
59.167.147.1,-21.6833,148.6833,4742.0,Nebo,QLD,AU,11308
59.191.232.1,-33.92,150.924,,Liverpool,NSW,AU,15328
60.240.99.1,-34.7334,138.6025,5110.0,Burton,SA,AU,19609
60.240.113.1,-37.65,145.3333,3775.0,Yarra Glen,VIC,AU,6903
61.14.12.1,-33.8844,151.197,,Sydney,NSW,AU,14044
61.68.84.1,-35.2259,149.05,2615.0,Florey,ACT,AU,4746
61.68.119.1,-35.1682,149.1461,2914.0,Forde,ACT,AU,3830
61.68.169.1,-34.886,138.6271,5081.0,Vale Park,SA,AU,11324
61.69.10.1,-37.8091,144.97899999999998,,East Melbourne,,AU,14212
61.69.28.1,-31.9398,116.003,,High Wycombe,WA,AU,17128
61.69.41.1,-33.8643,151.209,,Sydney (8),,AU,7863
61.88.48.1,-28.6572,151.9337,4380.0,Stanthorpe,QLD,AU,13256
61.245.152.1,-34.0991,139.659,5320.0,Morgan,SA,AU,17176
61.245.155.1,-33.8332,138.6106,5453.0,Clare,SA,AU,3661
101.2.192.1,-27.4565,153.035,,Fortitude Valley,QLD,AU,17232
101.112.6.1,-34.1806,142.2265,2738.0,Gol Gol,NSW,AU,7162
101.112.13.1,-33.8386,151.20600000000002,,North Sydney (7),,AU,14501
101.112.32.1,-32.0349,115.9223,6148.0,Ferndale,WA,AU,16613
101.112.193.1,-33.846,151.2119,1565.0,Milsons Point,NSW,AU,6669
101.112.211.1,-35.2175,149.077,2617.0,McKellar,ACT,AU,19375
101.117.48.1,-32.4404,150.452,2328.0,Denman,NSW,AU,8076
101.128.4.1,-33.8655,151.196,,Pyrmont (12),,AU,6230
103.1.60.1,-33.9214,151.188,,Mascot,NSW,AU,5820
103.1.212.1,-34.9258,138.605,,Adelaide (317),,AU,2013
103.1.213.1,-34.9259,138.605,,Adelaide (Suite 317),,AU,16409
103.1.216.1,-27.395,153.042,,Wavell Heights,QLD,AU,4118
103.2.188.1,-33.8373,151.209,,North Sydney (18),,AU,6914
103.3.146.1,-38.081,145.2077,3977.0,Sandhurst,VIC,AU,7310
103.4.134.1,-37.8103,144.947,,West Melbourne,,AU,4121
103.4.192.1,-37.826,145.151,,Blackburn,VIC,AU,3269
103.4.205.1,-33.8636,151.205,,Sydney,NSW,AU,3347
103.5.29.1,-33.8815,151.204,,Haymarket (8),,AU,14344
103.5.68.1,-31.9574,115.866,,Perth (13),,AU,8143
103.5.89.1,-33.7734,150.696,,South Penrith,,AU,10895
103.5.92.1,-33.8696,151.204,,Sydney (32),,AU,13717
103.5.96.1,-35.0333,149.25,2620.0,Gundaroo,NSW,AU,8638
103.5.104.1,-27.8685,153.349,,Hope Island,QLD,AU,13814
103.6.105.1,-33.8504,151.059,,Lidcombe,NSW,AU,17464
103.6.216.1,-33.9519,150.905,,Casula,NSW,AU,14095
103.7.51.1,-27.4649,153.028,,Brisbane,QLD,AU,6992
103.7.98.1,-33.8402,151.02700000000002,,Auburn,NSW,AU,13825
103.7.138.1,-35.2729,149.131,,Braddon (2),,AU,6877
103.7.188.1,-37.8082,144.961,,Melbourne (1),,AU,16891
103.8.28.1,-38.1938,143.6413,3251.0,Beeac,VIC,AU,15526
103.8.29.1,-37.8469,144.97899999999998,,Melbourne (City of Port Phillip),,AU,13858
103.8.239.1,-33.6767,151.304,,Mona Vale,NSW,AU,8146
103.9.48.1,-35.2622,149.13299999999998,,Braddon (2),,AU,16472
103.9.56.1,-37.8215,145.126,,Box Hill,VIC,AU,6506
103.10.8.1,-31.9361,115.793,,Floreat,WA,AU,19398
103.10.72.1,-34.9685,138.608,,Hawthorn,VIC,AU,13099
103.11.76.1,-26.5847,153.096,,Marcoola,QLD,AU,14776
103.11.142.1,-33.8712,151.205,,Sydney,NSW,AU,18800
103.11.144.1,-35.236999999999995,149.065,,Belconnen,ACT,AU,2270
103.11.160.1,-28.0337,153.347,,Worongary,QLD,AU,8310
103.11.165.1,-31.734,115.728,,Iluka,NSW,AU,19403
103.11.212.1,-32.6667,152.0167,2324.0,Carrington,NSW,AU,7961
103.12.3.1,-33.8263,151.197,,Wollstonecraft (56),,AU,13139
103.12.22.1,-37.8258,144.998,,Richmond,VIC,AU,4892
103.12.36.1,-34.7212,149.094,,Broadway,,AU,19745
103.12.56.1,-33.812,151.149,,Lane Cove West (1),,AU,3190
103.12.59.1,-37.594,144.934,,Craigieburn,VIC,AU,16117
103.12.85.1,-32.5908,149.589,,Mudgee (8),,AU,9617
103.12.86.1,-19.2973,146.767,,Aitkenvale,QLD,AU,5406
103.12.200.1,-36.8333,144.15,3551.0,Lockwood,VIC,AU,17414
103.12.202.1,-36.5319,145.2132,3610.0,Dhurringile,VIC,AU,1993
103.13.216.1,-33.872,151.20600000000002,,Sydney (10),,AU,15451
103.13.218.1,-33.8658,151.21200000000002,,Sydney (13),,AU,14775
103.14.1.1,-31.9545,115.876,,East Perth,,AU,13146
103.14.47.1,-27.5862,152.923,,Wacol,QLD,AU,12287
103.14.65.1,-33.8861,151.211,,Surry Hills,NSW,AU,8030
103.14.92.1,-35.3065,149.13299999999998,,Barton,ACT,AU,6008
103.14.172.1,-36.9667,140.2333,5273.0,Avenue,SA,AU,13910
103.14.228.1,-37.8119,144.95,,West Melbourne (3),,AU,2126
103.15.156.1,-27.5402,151.976,,Mount Lofty,,AU,16829
103.15.177.1,-35.2692,149.131,,Braddon (2),,AU,3302
103.15.204.1,-33.8755,151.19799999999998,,Ultimo,NSW,AU,18573
103.15.208.1,-37.834,144.94799999999998,,Port Melbourne (City of Port Phillip),,AU,5326
103.15.236.1,-37.84,144.989,,South Yarra,VIC,AU,10596
103.16.134.1,-31.9873,115.77,,Claremont,WA,AU,4811
103.17.254.1,-27.3447,152.966,,Albany Creek,QLD,AU,17313
103.18.40.1,-27.6122,153.126,,Springwood,NSW,AU,15553
103.18.53.1,-27.4531,153.10299999999998,,Murarrie (7),,AU,5199
103.18.54.1,-27.551,153.034,,Salisbury,SA,AU,11648
103.18.188.1,-36.7824,144.268,,Golden Gully,,AU,19276
103.19.192.1,-35.8167,142.4167,3395.0,Rosebery,VIC,AU,17813
103.20.18.1,-33.8292,151.244,,Mosman,NSW,AU,5005
103.20.23.1,-38.1,144.2833,3213.0,Batesford,VIC,AU,3799
103.20.216.1,-37.7868,145.124,,Manningham (Doncaster),,AU,19033
103.20.234.1,-27.4647,153.05,,New Farm,QLD,AU,10080
103.20.254.1,-33.8662,151.064,,Homebush West,,AU,10063
103.21.56.1,-33.8553,151.157,,Drummoyne,NSW,AU,12242
103.21.128.1,-37.9212,145.05200000000002,,Bentleigh East,VIC,AU,7011
103.21.156.1,-33.9149,151.238,,Randwick,NSW,AU,4349
103.22.176.1,-37.7465,144.736,,Caroline Springs,VIC,AU,1337
103.22.224.1,-37.4833,144.9833,3753.0,Beveridge,VIC,AU,16251
103.23.70.1,-33.8227,151.194,,Saint Leonards,VIC,AU,4772
103.24.132.1,-33.8646,151.107,,Concord,NSW,AU,10382
103.24.210.1,-37.8209,145.004,,Richmond,VIC,AU,8333
103.25.53.1,-37.65,144.9333,3062.0,Somerton,VIC,AU,5862
103.25.160.1,-27.5081,153.05100000000002,,Greenslopes,QLD,AU,13318
103.25.161.1,-27.4552,153.032,,Fortitude Valley,QLD,AU,11518
103.26.63.1,-27.6358,151.9392,4350.0,Top Camp,QLD,AU,12520
103.26.88.1,-33.8143,151.184,,Artarmon,NSW,AU,8091
103.26.202.1,-25.5548,152.672,,Tinana,QLD,AU,6904
103.27.152.1,-27.4123,152.982,,Gaythorne,QLD,AU,12826
